CustomerID,Total_Revenue,Customer_Segment
17088.0,1991.01,Low Value
17827.0,1987.33,Low Value
13590.0,1981.92,Low Value
17337.0,1981.06,Low Value
14462.0,1980.57,Low Value
13725.0,1980.56,Low Value
17422.0,1979.37,Low Value
18204.0,1975.35,Low Value
17090.0,1974.65,Low Value
15531.0,1972.39,Low Value
16341.0,1971.87,Low Value
12674.0,1970.6,Low Value
17790.0,1964.3,Low Value
17997.0,1962.46,Low Value
13246.0,1961.52,Low Value
14506.0,1960.65,Low Value
14498.0,1957.32,Low Value
12853.0,1957.1000000000001,Low Value
15493.0,1953.41,Low Value
17554.0,1952.45,Low Value
17218.0,1951.97,Low Value
14533.0,1949.72,Low Value
15814.0,1945.33,Low Value
14418.0,1937.25,Low Value
15864.0,1936.3200000000002,Low Value
15157.0,1936.07,Low Value
15351.0,1934.66,Low Value
12528.0,1933.48,Low Value
14655.0,1932.23,Low Value
13094.0,1927.3200000000002,Low Value
14653.0,1926.65,Low Value
15518.0,1921.55,Low Value
14978.0,1921.3700000000001,Low Value
14285.0,1910.01,Low Value
17228.0,1906.09,Low Value
16983.0,1905.87,Low Value
14210.0,1905.8400000000001,Low Value
15819.0,1905.45,Low Value
16942.0,1904.99,Low Value
14250.0,1904.05,Low Value
12762.0,1898.52,Low Value
14730.0,1897.57,Low Value
14934.0,1890.94,Low Value
12371.0,1887.96,Low Value
15641.0,1887.2,Low Value
16170.0,1885.05,Low Value
13890.0,1883.8100000000002,Low Value
16128.0,1880.22,Low Value
17738.0,1879.05,Low Value
17368.0,1878.87,Low Value
15367.0,1877.59,Low Value
17463.0,1875.86,Low Value
16986.0,1873.2,Low Value
13982.0,1871.81,Low Value
15021.0,1871.77,Low Value
17469.0,1870.97,Low Value
16841.0,1869.82,Low Value
17870.0,1865.89,Low Value
16426.0,1863.76,Low Value
16201.0,1863.47,Low Value
14887.0,1862.0,Low Value
12423.0,1859.31,Low Value
14305.0,1858.96,Low Value
12963.0,1856.63,Low Value
17293.0,1854.06,Low Value
14472.0,1852.67,Low Value
16979.0,1852.0,Low Value
12383.0,1850.56,Low Value
17873.0,1848.96,Low Value
12381.0,1845.31,Low Value
17519.0,1844.02,Low Value
14524.0,1843.83,Low Value
18180.0,1843.75,Low Value
12950.0,1843.0,Low Value
16102.0,1842.14,Low Value
16455.0,1841.18,Low Value
14113.0,1840.42,Low Value
14216.0,1839.3,Low Value
13924.0,1838.8500000000001,Low Value
17015.0,1838.6100000000001,Low Value
14459.0,1837.92,Low Value
18287.0,1837.28,Low Value
13650.0,1836.34,Low Value
15827.0,1836.0900000000001,Low Value
14665.0,1835.7,Low Value
13421.0,1833.71,Low Value
16152.0,1829.04,Low Value
15203.0,1827.8,Low Value
17702.0,1824.37,Low Value
16153.0,1824.23,Low Value
17705.0,1823.52,Low Value
16169.0,1822.97,Low Value
17828.0,1820.09,Low Value
13048.0,1819.41,Low Value
17787.0,1817.54,Low Value
17629.0,1814.12,Low Value
15260.0,1810.77,Low Value
16474.0,1810.65,Low Value
13481.0,1804.56,Low Value
17663.0,1802.91,Low Value
15812.0,1801.14,Low Value
16249.0,1800.07,Low Value
13562.0,1799.33,Low Value
13196.0,1797.78,Low Value
17648.0,1797.5,Low Value
12348.0,1797.24,Low Value
18235.0,1796.48,Low Value
13134.0,1793.58,Low Value
18179.0,1793.17,Low Value
18122.0,1793.06,Low Value
13510.0,1791.56,Low Value
12523.0,1789.77,Low Value
14215.0,1789.72,Low Value
14621.0,1788.3600000000001,Low Value
13875.0,1786.79,Low Value
14608.0,1785.15,Low Value
14935.0,1784.71,Low Value
15220.0,1778.96,Low Value
12645.0,1775.18,Low Value
17092.0,1774.03,Low Value
15594.0,1771.78,Low Value
15473.0,1771.2,Low Value
16681.0,1770.34,Low Value
16719.0,1770.22,Low Value
13456.0,1766.72,Low Value
16751.0,1764.72,Low Value
12424.0,1760.96,Low Value
12823.0,1759.5,Low Value
12349.0,1757.55,Low Value
15241.0,1756.44,Low Value
16359.0,1750.92,Low Value
13808.0,1747.66,Low Value
15067.0,1744.76,Low Value
15950.0,1744.71,Low Value
16380.0,1743.1499999999999,Low Value
13157.0,1741.22,Low Value
14595.0,1740.6,Low Value
17930.0,1740.48,Low Value
17353.0,1740.0,Low Value
17457.0,1737.7,Low Value
15050.0,1737.69,Low Value
14673.0,1736.4,Low Value
17043.0,1735.18,Low Value
14387.0,1727.6,Low Value
13564.0,1724.67,Low Value
17451.0,1721.4,Low Value
14834.0,1720.3,Low Value
15267.0,1717.36,Low Value
17162.0,1715.46,Low Value
13763.0,1714.96,Low Value
17147.0,1714.59,Low Value
14441.0,1712.89,Low Value
17750.0,1710.45,Low Value
12405.0,1710.39,Low Value
15947.0,1708.24,Low Value
12407.0,1708.1200000000001,Low Value
16902.0,1706.88,Low Value
15240.0,1706.57,Low Value
16398.0,1705.8,Low Value
16791.0,1705.78,Low Value
12843.0,1702.26,Low Value
17193.0,1699.3000000000002,Low Value
13824.0,1698.94,Low Value
17813.0,1698.07,Low Value
12764.0,1693.88,Low Value
16007.0,1693.81,Low Value
14245.0,1693.45,Low Value
16671.0,1692.27,Low Value
16775.0,1691.51,Low Value
15380.0,1690.2600000000002,Low Value
17152.0,1689.5,Low Value
12635.0,1689.18,Low Value
13162.0,1688.29,Low Value
13577.0,1687.6000000000001,Low Value
17282.0,1685.46,Low Value
15549.0,1681.46,Low Value
16638.0,1680.72,Low Value
13149.0,1676.06,Low Value
17656.0,1674.69,Low Value
13184.0,1668.95,Low Value
17754.0,1664.65,Low Value
12912.0,1662.3,Low Value
12530.0,1662.28,Low Value
15214.0,1661.44,Low Value
15332.0,1661.06,Low Value
12967.0,1660.9,Low Value
16115.0,1660.8799999999999,Low Value
14045.0,1659.75,Low Value
15953.0,1657.28,Low Value
15826.0,1654.31,Low Value
16813.0,1652.18,Low Value
16711.0,1651.03,Low Value
14837.0,1649.5,Low Value
13647.0,1648.1200000000001,Low Value
17284.0,1647.48,Low Value
13750.0,1647.26,Low Value
13012.0,1646.8400000000001,Low Value
12657.0,1643.18,Low Value
15002.0,1641.76,Low Value
14573.0,1639.82,Low Value
13627.0,1638.47,Low Value
15024.0,1636.43,Low Value
12398.0,1635.6599999999999,Low Value
15122.0,1633.78,Low Value
14164.0,1631.77,Low Value
12377.0,1628.12,Low Value
14759.0,1625.97,Low Value
13425.0,1624.21,Low Value
16515.0,1624.14,Low Value
15172.0,1624.05,Low Value
14937.0,1621.88,Low Value
17101.0,1621.73,Low Value
18161.0,1618.69,Low Value
16987.0,1616.8,Low Value
14336.0,1614.91,Low Value
16992.0,1614.31,Low Value
15791.0,1612.69,Low Value
14312.0,1611.59,Low Value
14918.0,1610.15,Low Value
12868.0,1607.0600000000002,Low Value
16817.0,1604.75,Low Value
12947.0,1603.99,Low Value
15660.0,1600.86,Low Value
14178.0,1600.26,Low Value
16496.0,1599.52,Low Value
16466.0,1595.96,Low Value
13850.0,1595.48,Low Value
17673.0,1594.97,Low Value
16801.0,1594.23,Low Value
16676.0,1592.1200000000001,Low Value
14970.0,1592.06,Low Value
15611.0,1591.45,Low Value
18178.0,1590.81,Low Value
14442.0,1589.82,Low Value
13614.0,1585.46,Low Value
16332.0,1582.8,Low Value
12393.0,1582.6000000000001,Low Value
14719.0,1581.84,Low Value
14587.0,1580.29,Low Value
12607.0,1579.51,Low Value
13814.0,1579.12,Low Value
16889.0,1578.67,Low Value
13186.0,1575.89,Low Value
17671.0,1572.71,Low Value
16283.0,1570.81,Low Value
12865.0,1568.23,Low Value
15906.0,1567.69,Low Value
15111.0,1567.48,Low Value
15532.0,1564.73,Low Value
17204.0,1564.56,Low Value
13659.0,1563.0,Low Value
17085.0,1562.4,Low Value
18239.0,1561.6100000000001,Low Value
14038.0,1560.38,Low Value
16394.0,1555.34,Low Value
13313.0,1555.32,Low Value
15620.0,1553.18,Low Value
15117.0,1551.78,Low Value
13634.0,1547.3600000000001,Low Value
14229.0,1547.2,Low Value
16790.0,1545.6200000000001,Low Value
16369.0,1545.41,Low Value
13397.0,1544.13,Low Value
12818.0,1542.08,Low Value
17837.0,1541.23,Low Value
16365.0,1540.42,Low Value
17159.0,1538.88,Low Value
13849.0,1537.95,Low Value
12877.0,1535.77,Low Value
15392.0,1535.53,Low Value
15625.0,1534.26,Low Value
13320.0,1532.2,Low Value
13107.0,1531.6200000000001,Low Value
12759.0,1531.44,Low Value
14321.0,1530.75,Low Value
14567.0,1530.3600000000001,Low Value
15701.0,1529.0,Low Value
16244.0,1522.75,Low Value
16066.0,1521.04,Low Value
13213.0,1520.58,Low Value
13764.0,1519.42,Low Value
14267.0,1516.24,Low Value
13791.0,1516.0,Low Value
16748.0,1515.9,Low Value
16053.0,1511.95,Low Value
16434.0,1511.8,Low Value
16910.0,1508.96,Low Value
15265.0,1506.1200000000001,Low Value
12937.0,1504.27,Low Value
15916.0,1502.8600000000001,Low Value
16279.0,1502.78,Low Value
13810.0,1499.01,Low Value
15530.0,1497.31,Low Value
14414.0,1496.98,Low Value
14704.0,1493.96,Low Value
17002.0,1493.73,Low Value
16880.0,1491.43,Low Value
15057.0,1489.5,Low Value
13110.0,1488.67,Low Value
13692.0,1488.32,Low Value
17553.0,1487.6,Low Value
14758.0,1484.06,Low Value
16395.0,1482.06,Low Value
18016.0,1477.66,Low Value
14878.0,1476.09,Low Value
14403.0,1475.81,Low Value
16755.0,1475.43,Low Value
12826.0,1474.72,Low Value
14246.0,1474.06,Low Value
14963.0,1472.34,Low Value
15128.0,1471.0,Low Value
17590.0,1468.02,Low Value
16016.0,1465.51,Low Value
14875.0,1465.3200000000002,Low Value
15983.0,1465.12,Low Value
12882.0,1463.04,Low Value
14233.0,1462.72,Low Value
17063.0,1461.14,Low Value
16996.0,1456.96,Low Value
13309.0,1456.79,Low Value
13477.0,1454.58,Low Value
14541.0,1453.35,Low Value
16059.0,1453.16,Low Value
14404.0,1449.32,Low Value
14740.0,1448.21,Low Value
17073.0,1446.09,Low Value
13717.0,1445.01,Low Value
13461.0,1445.0,Low Value
17175.0,1443.69,Low Value
14071.0,1437.57,Low Value
15987.0,1432.77,Low Value
14566.0,1432.0,Low Value
16503.0,1431.93,Low Value
13475.0,1431.78,Low Value
15427.0,1430.54,Low Value
16103.0,1429.64,Low Value
13159.0,1429.35,Low Value
14035.0,1428.02,Low Value
15858.0,1427.57,Low Value
15681.0,1426.16,Low Value
17571.0,1425.67,Low Value
15106.0,1422.52,Low Value
16463.0,1422.4,Low Value
16571.0,1421.69,Low Value
14019.0,1421.61,Low Value
14901.0,1421.29,Low Value
14443.0,1420.2,Low Value
16173.0,1418.32,Low Value
17856.0,1418.03,Low Value
17288.0,1417.63,Low Value
14748.0,1415.75,Low Value
16348.0,1415.65,Low Value
16012.0,1415.29,Low Value
16245.0,1413.66,Low Value
15237.0,1412.32,Low Value
15444.0,1411.21,Low Value
15596.0,1406.59,Low Value
17083.0,1405.78,Low Value
16271.0,1404.64,Low Value
15426.0,1404.07,Low Value
18116.0,1403.1100000000001,Low Value
14649.0,1402.59,Low Value
15563.0,1400.44,Low Value
14741.0,1400.34,Low Value
15478.0,1399.92,Low Value
18202.0,1396.99,Low Value
13995.0,1393.69,Low Value
17354.0,1393.06,Low Value
15810.0,1391.98,Low Value
13414.0,1390.5,Low Value
13516.0,1389.41,Low Value
16539.0,1388.81,Low Value
15134.0,1387.99,Low Value
12952.0,1387.79,Low Value
12775.0,1386.04,Low Value
13308.0,1385.51,Low Value
18167.0,1384.8600000000001,Low Value
17311.0,1384.85,Low Value
13572.0,1384.25,Low Value
15898.0,1383.83,Low Value
15051.0,1383.3600000000001,Low Value
14116.0,1382.74,Low Value
16389.0,1382.07,Low Value
17621.0,1379.9,Low Value
12886.0,1378.4,Low Value
15569.0,1375.71,Low Value
14434.0,1372.8,Low Value
15453.0,1371.77,Low Value
17676.0,1371.18,Low Value
15095.0,1370.6,Low Value
14507.0,1367.88,Low Value
13813.0,1366.8600000000001,Low Value
14897.0,1366.38,Low Value
13396.0,1360.99,Low Value
16726.0,1358.74,Low Value
17054.0,1356.33,Low Value
14859.0,1353.74,Low Value
15116.0,1352.75,Low Value
16079.0,1352.0,Low Value
16493.0,1351.63,Low Value
12770.0,1351.45,Low Value
15411.0,1348.93,Low Value
16669.0,1348.88,Low Value
12646.0,1346.97,Low Value
14154.0,1345.62,Low Value
15398.0,1345.53,Low Value
12463.0,1344.78,Low Value
16317.0,1341.65,Low Value
13743.0,1341.6,Low Value
18177.0,1340.8700000000001,Low Value
16045.0,1340.7,Low Value
13501.0,1340.32,Low Value
15734.0,1339.45,Low Value
12620.0,1339.41,Low Value
15059.0,1337.72,Low Value
17372.0,1337.18,Low Value
12919.0,1335.19,Low Value
14064.0,1334.34,Low Value
15680.0,1333.68,Low Value
17932.0,1331.57,Low Value
12676.0,1331.39,Low Value
16295.0,1328.55,Low Value
13232.0,1328.35,Low Value
15146.0,1327.16,Low Value
17633.0,1324.84,Low Value
17095.0,1324.16,Low Value
16110.0,1320.95,Low Value
14591.0,1320.21,Low Value
14794.0,1319.91,Low Value
16083.0,1317.62,Low Value
12526.0,1316.66,Low Value
12854.0,1316.25,Low Value
14921.0,1316.07,Low Value
12576.0,1315.83,Low Value
14511.0,1314.81,Low Value
14973.0,1314.45,Low Value
14738.0,1314.45,Low Value
16040.0,1313.55,Low Value
12364.0,1313.1,Low Value
17004.0,1312.1399999999999,Low Value
12516.0,1312.06,Low Value
14477.0,1309.6,Low Value
16120.0,1309.14,Low Value
14047.0,1308.6100000000001,Low Value
13328.0,1308.48,Low Value
14297.0,1305.33,Low Value
12507.0,1304.81,Low Value
17919.0,1304.04,Low Value
15813.0,1303.9099999999999,Low Value
16370.0,1301.91,Low Value
15108.0,1300.25,Low Value
13168.0,1299.59,Low Value
16464.0,1298.66,Low Value
12488.0,1298.66,Low Value
12372.0,1298.04,Low Value
15602.0,1297.8700000000001,Low Value
17961.0,1296.44,Low Value
16929.0,1295.39,Low Value
16224.0,1295.3,Low Value
15621.0,1293.03,Low Value
16744.0,1291.91,Low Value
16101.0,1290.7,Low Value
14856.0,1290.53,Low Value
15171.0,1289.5,Low Value
15136.0,1286.7,Low Value
16949.0,1286.27,Low Value
17802.0,1285.04,Low Value
17350.0,1281.32,Low Value
13538.0,1280.85,Low Value
15494.0,1280.58,Low Value
16951.0,1277.75,Low Value
16692.0,1276.0,Low Value
12394.0,1272.48,Low Value
13878.0,1271.57,Low Value
16899.0,1271.06,Low Value
12630.0,1270.88,Low Value
13492.0,1269.84,Low Value
14898.0,1269.31,Low Value
13431.0,1269.1,Low Value
14916.0,1268.98,Low Value
15199.0,1268.7,Low Value
16660.0,1267.6499999999999,Low Value
17037.0,1267.32,Low Value
17158.0,1266.97,Low Value
14105.0,1266.23,Low Value
13989.0,1266.08,Low Value
16842.0,1264.19,Low Value
15497.0,1262.2,Low Value
16688.0,1260.86,Low Value
17388.0,1259.56,Low Value
15009.0,1259.43,Low Value
14669.0,1259.24,Low Value
17019.0,1258.08,Low Value
17412.0,1258.06,Low Value
13151.0,1257.8700000000001,Low Value
14931.0,1257.68,Low Value
16639.0,1257.51,Low Value
17481.0,1255.59,Low Value
13848.0,1255.0,Low Value
17262.0,1253.3600000000001,Low Value
14383.0,1247.69,Low Value
12689.0,1247.61,Low Value
13029.0,1247.5,Low Value
12494.0,1246.1000000000001,Low Value
13860.0,1245.9,Low Value
16531.0,1244.59,Low Value
17584.0,1242.3,Low Value
17588.0,1240.2,Low Value
17731.0,1240.11,Low Value
12985.0,1239.38,Low Value
13476.0,1238.47,Low Value
14893.0,1237.8500000000001,Low Value
13931.0,1237.53,Low Value
15201.0,1236.54,Low Value
18080.0,1231.5,Low Value
18171.0,1231.31,Low Value
15910.0,1228.88,Low Value
14913.0,1227.43,Low Value
12997.0,1226.89,Low Value
12412.0,1226.88,Low Value
15841.0,1224.06,Low Value
14428.0,1224.06,Low Value
15376.0,1221.56,Low Value
15004.0,1220.77,Low Value
14745.0,1220.26,Low Value
15227.0,1219.4,Low Value
13208.0,1217.65,Low Value
14698.0,1217.27,Low Value
13491.0,1215.82,Low Value
17410.0,1214.72,Low Value
13055.0,1214.41,Low Value
17774.0,1213.73,Low Value
18263.0,1213.1599999999999,Low Value
13918.0,1212.8400000000001,Low Value
16653.0,1212.66,Low Value
12464.0,1212.05,Low Value
17653.0,1207.56,Low Value
16762.0,1207.24,Low Value
14684.0,1201.51,Low Value
13158.0,1201.06,Low Value
17320.0,1200.6200000000001,Low Value
15605.0,1198.23,Low Value
13118.0,1197.81,Low Value
16794.0,1196.5,Low Value
17720.0,1195.94,Low Value
17526.0,1195.8999999999999,Low Value
15145.0,1194.73,Low Value
12611.0,1193.32,Low Value
13882.0,1191.13,Low Value
12462.0,1189.59,Low Value
15737.0,1188.1200000000001,Low Value
16612.0,1187.66,Low Value
17800.0,1187.21,Low Value
15630.0,1186.35,Low Value
17058.0,1179.89,Low Value
16950.0,1178.56,Low Value
16042.0,1177.47,Low Value
13752.0,1175.38,Low Value
12885.0,1175.22,Low Value
12640.0,1174.58,Low Value
15306.0,1174.35,Low Value
14857.0,1173.12,Low Value
12358.0,1168.06,Low Value
13500.0,1166.77,Low Value
14487.0,1165.48,Low Value
14737.0,1164.55,Low Value
14261.0,1163.45,Low Value
14447.0,1163.23,Low Value
16800.0,1162.65,Low Value
12546.0,1161.5,Low Value
15088.0,1160.07,Low Value
18168.0,1160.04,Low Value
13499.0,1159.11,Low Value
16184.0,1158.79,Low Value
17867.0,1157.8700000000001,Low Value
17348.0,1156.6,Low Value
16637.0,1154.47,Low Value
13611.0,1154.4,Low Value
16062.0,1153.62,Low Value
12710.0,1149.02,Low Value
17505.0,1145.84,Low Value
16766.0,1145.6,Low Value
12769.0,1143.6,Low Value
17770.0,1143.27,Low Value
15985.0,1142.42,Low Value
16270.0,1141.24,Low Value
13330.0,1140.93,Low Value
13819.0,1140.35,Low Value
16172.0,1140.21,Low Value
17135.0,1139.73,Low Value
17500.0,1138.0,Low Value
17302.0,1135.63,Low Value
17242.0,1135.04,Low Value
15489.0,1134.28,Low Value
16989.0,1133.25,Low Value
13282.0,1132.14,Low Value
13310.0,1132.03,Low Value
18125.0,1131.75,Low Value
15500.0,1131.56,Low Value
13447.0,1129.14,Low Value
16714.0,1129.06,Low Value
14824.0,1127.71,Low Value
12609.0,1126.85,Low Value
14708.0,1126.37,Low Value
17470.0,1125.07,Low Value
14129.0,1123.8600000000001,Low Value
13772.0,1122.63,Low Value
13486.0,1122.41,Low Value
17562.0,1122.38,Low Value
14723.0,1122.3600000000001,Low Value
16807.0,1121.59,Low Value
16086.0,1121.39,Low Value
15730.0,1120.88,Low Value
14276.0,1119.74,Low Value
12842.0,1118.99,Low Value
17894.0,1118.96,Low Value
17788.0,1117.9,Low Value
13591.0,1117.13,Low Value
17585.0,1116.68,Low Value
16350.0,1116.47,Low Value
12679.0,1113.02,Low Value
14817.0,1110.34,Low Value
15069.0,1109.53,Low Value
12399.0,1108.65,Low Value
15933.0,1107.46,Low Value
16833.0,1106.53,Low Value
12857.0,1106.4,Low Value
14102.0,1105.8799999999999,Low Value
17609.0,1105.78,Low Value
13064.0,1105.59,Low Value
14948.0,1101.97,Low Value
15716.0,1101.1100000000001,Low Value
17047.0,1100.9,Low Value
14410.0,1100.27,Low Value
14744.0,1099.98,Low Value
15978.0,1098.78,Low Value
13104.0,1098.48,Low Value
17966.0,1098.43,Low Value
14971.0,1097.98,Low Value
14161.0,1097.6200000000001,Low Value
16225.0,1096.32,Low Value
13211.0,1095.42,Low Value
13652.0,1095.08,Low Value
15745.0,1094.59,Low Value
15608.0,1093.68,Low Value
18189.0,1090.24,Low Value
13853.0,1090.14,Low Value
12534.0,1089.18,Low Value
15763.0,1086.92,Low Value
16533.0,1082.81,Low Value
13610.0,1082.33,Low Value
14561.0,1080.76,Low Value
13744.0,1080.52,Low Value
13726.0,1079.6599999999999,Low Value
15197.0,1079.6100000000001,Low Value
12354.0,1079.4,Low Value
14352.0,1078.96,Low Value
16094.0,1078.23,Low Value
16563.0,1077.74,Low Value
13715.0,1077.39,Low Value
16049.0,1074.81,Low Value
13131.0,1073.3,Low Value
15712.0,1072.3600000000001,Low Value
15238.0,1071.99,Low Value
13467.0,1071.91,Low Value
13521.0,1071.73,Low Value
17041.0,1071.49,Low Value
13635.0,1071.03,Low Value
17522.0,1070.71,Low Value
13761.0,1070.65,Low Value
14212.0,1070.48,Low Value
16200.0,1068.8700000000001,Low Value
16918.0,1068.82,Low Value
15436.0,1067.75,Low Value
15027.0,1066.1499999999999,Low Value
17277.0,1065.3500000000001,Low Value
14488.0,1064.28,Low Value
12951.0,1064.07,Low Value
15801.0,1063.95,Low Value
12936.0,1063.9,Low Value
12815.0,1063.46,Low Value
14411.0,1063.0,Low Value
16214.0,1062.75,Low Value
15706.0,1060.56,Low Value
17727.0,1060.25,Low Value
18130.0,1059.39,Low Value
17214.0,1059.1200000000001,Low Value
13455.0,1058.34,Low Value
15977.0,1054.73,Low Value
12716.0,1053.49,Low Value
14419.0,1051.79,Low Value
16416.0,1051.4,Low Value
15329.0,1049.7,Low Value
14078.0,1049.37,Low Value
17287.0,1049.06,Low Value
15839.0,1048.49,Low Value
16728.0,1048.28,Low Value
15777.0,1047.11,Low Value
15407.0,1046.74,Low Value
16520.0,1046.57,Low Value
14293.0,1046.56,Low Value
15464.0,1044.65,Low Value
15192.0,1044.32,Low Value
14389.0,1043.46,Low Value
15073.0,1043.41,Low Value
12497.0,1043.1,Low Value
13719.0,1041.68,Low Value
18221.0,1041.61,Low Value
15434.0,1041.48,Low Value
16320.0,1038.46,Low Value
14465.0,1038.44,Low Value
16175.0,1037.59,Low Value
17042.0,1036.58,Low Value
12691.0,1035.8,Low Value
16260.0,1035.45,Low Value
13639.0,1033.34,Low Value
14584.0,1033.06,Low Value
17724.0,1033.0,Low Value
12599.0,1032.58,Low Value
15996.0,1032.58,Low Value
12724.0,1031.41,Low Value
17405.0,1031.41,Low Value
13235.0,1031.07,Low Value
12717.0,1030.98,Low Value
13253.0,1030.4,Low Value
17033.0,1030.14,Low Value
15333.0,1028.56,Low Value
16980.0,1028.46,Low Value
16682.0,1028.0,Low Value
16160.0,1025.44,Low Value
14904.0,1025.44,Low Value
15658.0,1024.1000000000001,Low Value
17096.0,1022.13,Low Value
14346.0,1021.58,Low Value
13165.0,1021.48,Low Value
12572.0,1020.42,Low Value
13376.0,1019.76,Low Value
18142.0,1019.52,Low Value
13956.0,1019.27,Low Value
12828.0,1018.71,Low Value
12514.0,1017.68,Low Value
13728.0,1016.14,Low Value
12642.0,1013.26,Low Value
12739.0,1013.04,Low Value
17197.0,1013.01,Low Value
14195.0,1012.0,Low Value
14775.0,1011.9,Low Value
16229.0,1010.6,Low Value
14446.0,1010.35,Low Value
12849.0,1010.29,Low Value
13032.0,1010.18,Low Value
14224.0,1009.73,Low Value
16572.0,1009.6,Low Value
16174.0,1009.5500000000001,Low Value
17951.0,1008.5400000000001,Low Value
17646.0,1008.39,Low Value
14631.0,1006.98,Low Value
13429.0,1006.8,Low Value
13867.0,1005.09,Low Value
14214.0,1004.38,Low Value
13410.0,1003.06,Low Value
14083.0,1002.9,Low Value
12446.0,1002.3100000000001,Low Value
12545.0,1000.39,Low Value
15508.0,1000.27,Low Value
18143.0,1000.16,Low Value
12722.0,997.63,Low Value
15110.0,996.1,Low Value
15104.0,993.54,Low Value
17594.0,993.18,Low Value
13363.0,992.5,Low Value
14223.0,991.13,Low Value
16232.0,990.88,Low Value
14514.0,990.2,Low Value
17126.0,989.45,Low Value
15062.0,987.86,Low Value
18237.0,987.1,Low Value
14583.0,986.96,Low Value
17324.0,986.48,Low Value
13117.0,984.91,Low Value
17144.0,984.57,Low Value
12510.0,982.5699999999999,Low Value
15133.0,982.42,Low Value
15071.0,982.07,Low Value
16188.0,981.86,Low Value
16085.0,981.51,Low Value
12541.0,981.18,Low Value
18170.0,980.31,Low Value
13509.0,979.72,Low Value
13350.0,979.12,Low Value
15132.0,977.9300000000001,Low Value
14920.0,977.77,Low Value
13026.0,975.36,Low Value
16376.0,974.96,Low Value
14522.0,974.54,Low Value
15449.0,974.52,Low Value
12994.0,974.4200000000001,Low Value
18194.0,973.8399999999999,Low Value
16009.0,972.11,Low Value
15506.0,972.08,Low Value
13155.0,971.76,Low Value
17100.0,971.74,Low Value
14256.0,969.0600000000001,Low Value
14138.0,965.8800000000001,Low Value
15793.0,965.61,Low Value
15860.0,965.16,Low Value
12550.0,964.83,Low Value
13138.0,962.39,Low Value
14006.0,962.19,Low Value
15156.0,961.49,Low Value
16419.0,958.71,Low Value
18192.0,957.97,Low Value
13823.0,957.66,Low Value
12697.0,957.59,Low Value
14629.0,955.26,Low Value
15948.0,955.24,Low Value
17244.0,954.9,Low Value
17097.0,954.42,Low Value
15835.0,954.09,Low Value
14540.0,952.66,Low Value
15421.0,950.36,Low Value
13636.0,949.12,Low Value
12822.0,948.88,Low Value
17044.0,948.48,Low Value
13748.0,948.25,Low Value
12458.0,947.4,Low Value
15747.0,946.64,Low Value
13261.0,944.1,Low Value
12820.0,942.34,Low Value
14075.0,942.26,Low Value
15289.0,939.78,Low Value
17527.0,939.37,Low Value
17227.0,939.32,Low Value
16584.0,936.08,Low Value
14140.0,935.05,Low Value
16027.0,934.62,Low Value
12924.0,933.7,Low Value
15787.0,933.26,Low Value
13655.0,932.97,Low Value
14532.0,932.85,Low Value
18133.0,931.4999999999999,Low Value
16934.0,931.03,Low Value
17289.0,931.02,Low Value
17552.0,930.41,Low Value
17618.0,930.28,Low Value
16907.0,928.76,Low Value
14475.0,925.85,Low Value
14231.0,925.71,Low Value
17048.0,925.35,Low Value
15312.0,924.85,Low Value
13805.0,924.6,Low Value
15654.0,922.53,Low Value
13122.0,922.39,Low Value
16551.0,922.12,Low Value
13934.0,922.1,Low Value
13035.0,921.88,Low Value
14081.0,921.62,Low Value
15576.0,921.37,Low Value
13984.0,920.51,Low Value
17018.0,920.1,Low Value
12652.0,919.98,Low Value
13075.0,919.61,Low Value
16511.0,918.33,Low Value
13549.0,918.2,Low Value
15253.0,918.1999999999999,Low Value
14015.0,917.34,Low Value
14712.0,917.07,Low Value
15707.0,916.98,Low Value
17236.0,916.13,Low Value
14141.0,915.13,Low Value
16216.0,914.9300000000001,Low Value
16809.0,914.69,Low Value
15587.0,913.6800000000001,Low Value
15364.0,913.19,Low Value
14359.0,912.18,Low Value
13192.0,911.94,Low Value
14289.0,911.26,Low Value
13689.0,910.0,Low Value
13782.0,908.86,Low Value
13038.0,908.46,Low Value
17323.0,906.52,Low Value
15480.0,905.5,Low Value
15807.0,903.9,Low Value
16716.0,901.2,Low Value
17848.0,901.1999999999999,Low Value
15511.0,900.53,Low Value
12940.0,899.69,Low Value
14625.0,899.63,Low Value
15079.0,895.61,Low Value
15865.0,895.13,Low Value
15211.0,894.4100000000001,Low Value
15066.0,893.59,Low Value
12772.0,892.47,Low Value
16361.0,891.21,Low Value
13515.0,891.12,Low Value
15255.0,890.85,Low Value
14240.0,890.34,Low Value
17007.0,889.9300000000001,Low Value
14344.0,889.9300000000001,Low Value
17829.0,889.24,Low Value
17537.0,887.67,Low Value
16900.0,887.11,Low Value
14623.0,886.7,Low Value
14449.0,885.8,Low Value
15822.0,885.47,Low Value
17704.0,885.19,Low Value
15799.0,884.14,Low Value
15907.0,882.72,Low Value
18236.0,882.24,Low Value
17109.0,881.29,Low Value
13662.0,881.26,Low Value
13037.0,881.07,Low Value
15076.0,880.85,Low Value
17027.0,877.5600000000001,Low Value
15653.0,877.4399999999999,Low Value
14770.0,876.42,Low Value
15100.0,876.0,Low Value
16513.0,874.59,Low Value
16657.0,874.43,Low Value
13294.0,873.74,Low Value
